"0" 4 10 8 10 8 8 2 5 8 2 7 8 5 9 2 2 6 2 7 2
"1" 2 7 2 2 2 2 2 3 2 5 3 2 8 5 9 4 4 10 6 9
"2" 2 7 2 2 2 2 2 4 2 5 10 6 2 5 2 7 2 3 7 5
"3" 2 9 7 2 2 8 10 8 2 2 10 7 5 4 3 9 2 2 2 2
"4" 2 2 2 6 5 3 10 2 3 2 2 10 4 3 2 5 10 6 2 2
"5" 3 4 3 8 4 3 6 2 2 2 2 2 8 6 8 2 7 2 2 4
"6" 10 4 6 5 2 3 9 9 3 10 5 2 5 2 2 4 2 2 3 2
"7" 2 2 7 3 8 3 2 7 2 10 3 2 2 3 2 2 2 2 8 2
"8" 2 5 8 2 10 2 9 2 3 2 6 2 10 2 4 2 2 2 3 3
"9" 3 6 2 9 2 2 10 10 4 5 6 8 6 3 5 2 4 2 5 2
"10" 2 9 10 8 8 5 10 2 5 5 5 2 2 2 3 2 9 2 4 3
