"0" 2 8 2 5 9 3 2 2 2 2 2 2 2 10 7 10 7 2 2 9
"1" 9 7 2 8 2 8 2 2 2 2 3 2 2 2 2 4 2 2 2 2
"2" 9 7 2 2 2 5 7 5 2 6 7 2 2 2 9 2 7 2 2 2
"3" 2 8 8 10 2 9 4 2 2 2 1 2 2 2 6 10 2 2 2 2
"4" 4 10 10 2 10 4 9 10 2 2 2 3 6 6 2 2 10 4 2 3
"5" 4 2 7 2 4 8 2 4 2 2 2 7 3 7 6 4 2 2 10 3
"6" 7 10 6 2 10 4 2 9 2 2 2 1 6 4 4 5 2 2 10 3
"7" 5 5 9 8 3 7 2 2 2 2 2 2 2 3 6 2 2 2 2 3
"8" 3 8 10 6 2 7 8 2 2 3 2 2 2 2 2 2 2 2 2 5
"9" 5 2 8 8 10 10 2 2 2 2 2 2 2 2 2 2 2 2 2 4
"10" 10 2 9 2 2 2 9 4 1 2 2 3 9 2 10 5 2 2 2 2
