"0" 2 8 6 2 9 9 2 9 2 2 2 2 2 2 2 6 8 2 2 2
"1" 10 9 10 10 2 2 2 2 7 2 6 2 6 4 5 9 4 3 2 3
"2" 6 10 5 10 2 9 7 2 4 2 10 6 2 2 2 10 6 9 10 10
"3" 9 4 2 8 3 3 9 2 2 4 8 7 2 3 4 2 2 8 3 3
"4" 9 4 9 7 5 9 10 3 2 2 2 2 2 4 2 2 2 2 2 3
"5" 2 2 3 7 8 9 8 7 5 10 2 2 2 2 2 2 2 2 2 2
"6" 7 9 4 10 10 7 3 5 4 2 9 10 10 4 2 2 10 2 2 2
"7" 3 10 3 8 2 5 7 8 8 9 2 4 2 2 8 7 8 10 3 4
"8" 2 2 10 6 8 8 9 4 7 9 2 10 10 7 7 2 2 8 8 8
"9" 2 10 5 6 8 7 9 9 7 10 7 10 9 8 2 2 6 2 2 2
"10" 2 10 5 2 6 2 7 7 4 2 7 4 5 6 9 8 3 5 2 8
