"0" 9 2 10 2 10 4 2 4 3 2 5 2 3 2 6 2 2 2 2 2
"1" 2 2 2 5 10 2 2 1 2 4 2 5 2 2 2 2 2 2 2 2
"2" 10 5 2 2 2 6 9 9 2 10 2 6 2 7 2 10 2 6 2 2
"3" 8 2 2 2 9 2 7 2 2 3 5 2 2 2 2 2 10 2 2 3
"4" 10 2 2 2 10 2 3 2 2 2 2 2 2 2 2 2 2 2 2 2
"5" 7 8 9 3 2 2 2 6 2 2 2 2 10 2 2 4 2 7 6 9
"6" 10 9 2 9 10 2 3 7 2 2 2 2 2 2 2 2 2 2 3 2
"7" 2 8 2 2 10 8 5 6 2 2 10 10 10 10 3 2 2 2 6 4
"8" 2 2 2 8 10 8 10 3 2 2 2 3 2 8 4 6 2 8 2 2
"9" 3 2 10 10 3 10 6 8 10 4 2 2 3 4 9 2 3 2 2 2
"10" 2 10 2 2 5 2 2 10 2 2 3 1 1 6 4 5 2 2 2 6
