"0" 3 8 8 5 10 2 2 2 4 2 2 4 4 7 2 3 10 5 2 2
"1" 2 2 7 3 3 2 6 5 2 2 2 2 2 2 3 2 2 10 2 2
"2" 6 2 2 9 4 6 2 2 9 2 3 2 7 2 5 7 5 2 7 2
"3" 2 2 2 2 7 2 2 2 2 2 4 2 9 2 6 6 2 2 2 2
"4" 5 5 2 2 9 2 2 2 2 9 5 2 2 2 5 2 2 2 3 2
"5" 6 10 10 2 9 2 10 8 2 3 2 2 2 5 2 6 2 10 2 3
"6" 5 10 4 10 8 2 2 2 2 2 2 4 2 2 2 2 5 2 2 3
"7" 2 9 3 2 5 2 2 2 2 2 7 3 6 10 7 9 4 5 2 2
"8" 2 9 2 2 9 2 2 2 2 2 2 2 2 2 10 8 6 2 10 8
"9" 5 9 7 2 8 2 2 9 2 9 8 2 2 2 8 3 3 7 6 2
"10" 3 1 2 2 3 4 4 5 2 2 4 2 8 2 3 10 8 10 4 10
