"0" 9 10 7 9 9 5 10 6 8 8 10 8 10 9 8 8 9 8 9 6
"1" 8 10 10 10 9 8 10 8 8 9 8 8 8 8 8 8 9 9 10 8
"2" 8 8 8 10 8 9 8 10 9 10 8 10 9 9 8 8 8 9 8 10
"3" 10 10 9 5 9 9 5 10 10 9 10 8 8 10 8 10 10 8 8 8
"4" 10 10 10 4 8 9 5 10 10 5 9 9 5 5 5 10 8 8 8 8
"5" 10 8 9 7 8 8 5 10 10 10 9 5 8 6 10 10 8 9 8 8
"6" 8 9 10 7 9 8 8 10 10 5 9 4 9 6 10 9 9 9 8 8
"7" 7 9 7 7 7 7 9 8 10 8 9 5 10 10 5 7 9 5 8 8
"8" 8 8 8 8 8 8 9 4 8 8 8 8 10 10 10 10 9 9 8 8
"9" 8 7 8 8 8 8 9 4 8 8 4 5 8 10 4 4 9 9 10 10
"10" 8 9 8 8 9 9 9 8 8 9 10 10 9 9 9 10 9 5 8 10
